skills;skills_ai_det;skills_hasai_det;desc_tier_llm;desc_conf_llm;ai_confidence;desc_ai_llm;is_real_ai;hardskills;softskills;edu_level_det;edulevel_llm;experience_min_llm;ai_det_llm_match;desc_hard_det;desc_soft_det;desc_hard_llm;desc_soft_llm;id;job_title;location;company_id;company;age_in_days;pay_currency;pay_period;salary_min;salary_mid;salary_max;rating;discover_date;job_types;remote_work_types;city;state;country;latitude;longitude;ceo;headquarters;industry;sector;revenue;size;type;year_founded;region;job_family;sector_nace;cluster_architecture__methods;cluster_bi__analytics;cluster_backend_development;cluster_certifications;cluster_cloud_computing;cluster_data_analysis__stats;cluster_data_engineering;cluster_data_science__ml;cluster_databases__storage;cluster_devops__containers;cluster_dynamic__web;cluster_enterprise__managed;cluster_enterprise_platforms;cluster_frontend_development;cluster_generative_ai;cluster_legacy__mainframe;cluster_mobile__desktop;cluster_networking;cluster_os__embedded;cluster_scripting__shell;cluster_security__identity;cluster_systems_programming;cluster_testing_qa__debugging;cluster_tools__editors;skill_cluster;website
Kubernetes, XML, C#, System architecture, .NET, Microservices, SQL, Docker, JavaScript, Communication skills, Python;;0;none;0.83;0.83;Python, Robot Framework, C#, performance & robustness testing, microservices testing, RabbitMQ, Docker, Kubernetes, distributed system architecture, SQL, XML, OPC, test automation framework, automation testing, railway systems (domain);0;c#, docker, dotnet, javascript, kubernetes, microservices, python, robot framework, sql, test cases, xml;communication, organization;bachelor;-;5;1;c#, docker, dotnet, javascript, kubernetes, microservices, python, robot framework, sql, test cases, xml;communication, organization;;;6906;JS - Automation Test Engineer - Concerto;Bengaluru;432989.0;Quest Global;22;INR;ANNUAL;542500.0;662482.0;809000.0;3.9;2025-09-25T00:00:00;Full-time;;Bengaluru;Karnataka;India;12.96697;77.58728;Ajit Prabhu;Singapore, Singapore;Information Technology Support Services;Information Technology;$500 million to $1 billion (USD);10000+ Employees;Company - Private;1997.0;Unknown;QA & Testing;J;0;0;1;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;;
CI/CD, Test automation, Continuous integration, APIs, Agile;;0;none;0.55;0.55;test automation, UI automation, API layer, CI/CD pipelines, microservices, cloud-native, agile;0;agile, api, ci/cd, cloud native, cloud services, continuous integration, microservices, test automation, ui;collaboration, cross-functional collaboration, stakeholder management;;-;-;1;agile, api, ci/cd, cloud native, cloud services, continuous integration, microservices, test automation, ui;collaboration, cross-functional collaboration, stakeholder management;;;6907;Senior Automation Test Engineer;Pune;5775.0;Vodafone;16;INR;ANNUAL;480360.0;644136.0;863750.0;3.9;2025-10-01T00:00:00;Full-time;;Pune;Maharashtra;India;18.50419;73.85309;Margherita della Valle;Newbury, United Kingdom;Telecommunications Services;Telecommunications;$10+ billion (USD);10000+ Employees;Company - Public;1984.0;Unknown;QA & Testing;J;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;
REST, Scripting, Ruby, APIs, Communication skills, Python;;0;none;0.7;0.7;Python, Ruby (mentioned), REST APIs, web and mobile Application APIs, API testing, automation testing, test design;0;api, python, rest, ruby;communication;;-;6;1;api, python, rest, ruby;communication;;;6908;Python Automation Test Engineer;Bengaluru;7760463.0;Harf IT Solutions;329;INR;ANNUAL;400000.0;632456.0;1000000.0;-0.100000001;2025-09-23T00:00:00;Full-time;;Bengaluru;Karnataka;India;12.96697;77.58728;;Anantapur, India;Staffing, Recruitment & Subcontracting;Human resources and staffing;Unknown / Non-Applicable;1 to 50 Employees;Company - Private;2022.0;Unknown;QA & Testing;N;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;;
Computer science, Test automation, Research, Analysis skills, Quality assurance, Organizational skills, APIs, Software testing, Communication skills, Time management;;0;none;0.3;0.3;;0;agile, api, qa, solid, test automation, test cases;attention to detail, collaboration, communication, creativity, cross-functional collaboration, innovation, organization, passion, problem solving, time management;associate;-;2;1;agile, api, qa, solid, test automation, test cases;attention to detail, collaboration, communication, creativity, cross-functional collaboration, innovation, organization, passion, problem solving, time management;;;6909;Associate Software Test Engineer;India;356935.0;Daxko India;66;INR;;;;;3.6;2025-10-13T00:00:00;Full-time;;;;India;20.0;77.0;Jeff VanDixhorn;Birmingham, United States;Enterprise Software & Network Solutions;Information Technology;$100 to $500 million (USD);501 to 1000 Employees;Company - Private;1998.0;Unknown;QA & Testing;J;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;
Test automation;;0;none;0.4;0.4;test automation, automated test scripts;0;test automation;cross-functional collaboration;;-;-;1;test automation;cross-functional collaboration;;;6910;Test automative test test;India;1424766.0;QUADRATIC INSIGHTS PVT. LTD;66;INR;;;;;4.5;2025-10-12T00:00:00;;;;;India;20.0;77.0;;Bengaluru, India;;;Unknown / Non-Applicable;Unknown;Company - Private;;Unknown;QA & Testing;Unknown;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
CI/CD, Test management tools, DevOps, Mobile applications, C#, iOS, Test automation, Selenium, English, .NET, Java, Analysis skills, Quality assurance, Continuous integration, Mentoring, Software testing, Agile, Test cases, Business requirements, TFS, Communication skills, Python, Debugging;;0;none;0.9;0.9;mobile test automation, Android, iOS, Python, C#, Java, Selenium, Appium, test automation framework, code reviews, CI/CD, ADB, Agile, test management tools, DevOps, TFS, ALM;0;agile, android, appium, c#, ci/cd, code quality, continuous integration, debugging, devops, dotnet, ios, java, python, qa, reporting, selenium, test automation, test cases, test management;attention to detail, collaboration, communication, cross-functional collaboration, innovation, mentoring, passion, proactive, problem solving, responsibility, troubleshooting;;-;4;1;agile, android, appium, c#, ci/cd, code quality, continuous integration, debugging, devops, dotnet, ios, java, python, qa, reporting, selenium, test automation, test cases, test management;attention to detail, collaboration, communication, cross-functional collaboration, innovation, mentoring, passion, proactive, problem solving, responsibility, troubleshooting;;;6911;Senior Engineer, Test Automation;Hyderābād;3082730.0;WSA APAC;58;INR;ANNUAL;200009.0;325584.0;530000.0;3.8;2025-09-20T00:00:00;;;Hyderābād;Telangana;India;17.41141;78.48478;Jan Makela;Lynge, Denmark;Healthcare Services & Hospitals;Healthcare;$2 to $5 billion (USD);10000+ Employees;Company - Private;2019.0;Unknown;QA & Testing;Q;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;0;;
Jira, SAP, Selenium, Test-driven development, Java, System testing, Software testing, Agile, Integration testing, Jenkins, Communication skills;;0;none;0.86;0.86;Selenium, Java, JMeter, Jira, Agile, Jenkins, Bitbucket, Appium, SAP CX, BDD, TDD, automation testing;0;agile, appium, bdd, bitbucket, integration testing, java, jenkins, jira, jmeter, performance testing, regression testing, selenium, tdd, test cases;communication;;-;3;1;agile, appium, bdd, bitbucket, integration testing, java, jenkins, jira, jmeter, performance testing, regression testing, selenium, tdd, test cases;communication;;;6912;TEST ENGINEER;India;375843.0;Nendrasys Technologies;329;INR;;;;;4.4;2025-09-22T00:00:00;;;;;India;20.0;77.0;;Hyderābād, India;Computer Hardware Development;Information Technology;$25 to $50 million (USD);51 to 200 Employees;Contract;;Unknown;QA & Testing;J;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;;
Writing skills, SQL, Analysis skills, Test cases;;0;none;0.78;0.78;manual testing, SQL, ALM (Quality Center), automation tools, Quality Center, test plan development, test case development, Agile, defect tracking;0;http, manual testing, qa, reporting, sql, test cases;;;-;3;1;http, manual testing, qa, reporting, sql, test cases;;;;6913;Test Engineer - ( Manual Testing );Mumbai;819092.0;Novature Tech;329;INR;;;;;2.5;2025-09-23T00:00:00;;;Mumbai;Maharashtra;India;18.93013;72.83009;Jaleel Abuthahir & Abdul Rahuman Mohammed Ismail;Chennai, India;Information Technology Support Services;Information Technology;Unknown / Non-Applicable;1 to 50 Employees;Company - Private;2012.0;Unknown;QA & Testing;J;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;;
TestNG, Cucumber, Selenium, Git, Windows, Android, Java, SQL, SDKs, REST, GitHub, APIs, Agile, Linux, Eclipse, SDLC;;0;none;0.88;0.88;Java, Selenium WebDriver, TestNG, Cucumber/BDD, Postman, REST Assured, Git, GitHub, SQL, Unix/Linux, DevOps concepts, STLC, SDLC, API testing, Android SDK, Extend Reports, UAT, regression/system/integration testing;0;agile, android, api, api testing, bdd, cucumber, devops, eclipse, git, github, intellij, java, linux, manual testing, postman, rest, sdk, selenium, sql, test automation, test cases, testng, unix, version control, windows;cross-functional collaboration;bachelor;-;1;1;agile, android, api, api testing, bdd, cucumber, devops, eclipse, git, github, intellij, java, linux, manual testing, postman, rest, sdk, selenium, sql, test automation, test cases, testng, unix, version control, windows;cross-functional collaboration;;;6914;QA Automation Engineer;India;4244321.0;Groots Software;0;INR;;;;;4.1;2025-10-17T00:00:00;Full-time;;;;India;20.0;77.0;;Pune, India;;;Unknown / Non-Applicable;1 to 50 Employees;Company - Private;;Unknown;QA & Testing;Unknown;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;1;0;1;0;0;0;1;1;;
CI/CD, Azure, Kubernetes, XML, SCORM, Software deployment, Selenium, Analysis skills, Docker, Continuous integration, REST, Django, APIs, JSON, LMS, AI, Communication skills, Python, HTML5;ai;1;none;0.86;0.86;Python, Selenium, Streamlit, RESTful APIs, FastAPI, Flask, Django REST Framework, file parsing, XML, HTML, JSON, Docker, Kubernetes, Azure, CI/CD, SCORM, xAPI, Articulate Rise, Storyline;0;api, api development, azure, ci/cd, code quality, continuous integration, dashboards, debugging, django, docker, fastapi, flask, html, json, kubernetes, python, reporting, rest, selenium, system integration, ui, xml;analytical skills, collaboration, communication, problem solving;;-;5;0;api, api development, azure, ci/cd, code quality, continuous integration, dashboards, debugging, django, docker, fastapi, flask, html, json, kubernetes, python, reporting, rest, selenium, system integration, ui, xml;analytical skills, collaboration, communication, problem solving;;;6915;Senior Software Test Engineer- Automation;India;514477.0;Harbinger Group;10;INR;;;;;4.7;2025-10-08T00:00:00;Full-time;;;;India;20.0;77.0;;Calcutta, India;Real estate;Real estate;Unknown / Non-Applicable;51 to 200 Employees;Company - Private;;Unknown;QA & Testing;L;1;1;1;0;1;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;;
Node.js, Test automation, Python;;0;none;0.62;0.62;test automation, node.js, Python, C++, load testing (basic), robotics testing, validation paradigms;0;c++, load testing, node.js, parcel, python, qa, test automation;flexibility;;-;4;1;c++, load testing, node.js, parcel, python, qa, test automation;flexibility;;;6916;QA Test automation Engineer;Pune;7235461.0;UNBOXROBOTICS LABS PRIVATE LIMITED;269;INR;;;;;3.0;2025-09-22T00:00:00;;;Pune;Maharashtra;India;18.50419;73.85309;;Pune, India;;;Unknown / Non-Applicable;Unknown;Company - Public;;Unknown;QA & Testing;Unknown;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;;
Jira, MATLAB, Azure, Software troubleshooting, Test automation, Selenium, Git, C++, C, Systems engineering, GitHub, Software testing, GitLab, Python;;0;none;0.9;0.9;Python, MATLAB, selenium, CANalyzer, CANoe, Robot Framework, PyUnit, pytest, CAN/LIN protocols, INCA, GIT, Azure DevOps, GitLab, GitHub, Polarion, DOORS, Jira, Robot, Pytest, functional and regression testing, test framework, automation scripts;0;azure, azure devops, c++, data analysis, debugging, git, github, gitlab, http, jira, matlab, pytest, python, requests, selenium, test automation;autonomous, collaboration, flexibility, innovation, passion, troubleshooting;bachelor;Bachelor's;2;1;azure, azure devops, c++, data analysis, debugging, git, github, gitlab, http, jira, matlab, pytest, python, requests, selenium, test automation;autonomous, collaboration, flexibility, innovation, passion, troubleshooting;;;6917;Software Test Engineer;Remote;6538.0;CNH Industrial;122;INR;;;;;3.7;2025-10-17T00:00:00;Full-time;WORK_FROM_HOME;;;India;20.0;77.0;Gerrit Marx;London, United Kingdom;Machinery Manufacturing;Manufacturing;$10+ billion (USD);10000+ Employees;Company - Public;2013.0;Unknown;QA & Testing;C;1;1;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;1;0;;
Statistics, Quality assurance, Test cases;;0;none;0.5;0.5;manual testing, test cases, defect documentation, benchmarking, statistics (comfortable with);0;qa, statistics, test cases;passion;bachelor;-;-;1;qa, statistics, test cases;passion;;;6918;Software Test Engineer - Trading Application;Mumbai;761544.0;Reliable Software Systems Pvt Ltd;262;INR;ANNUAL;300000.0;350000.0;400000.0;3.7;2025-09-28T00:00:00;;;Mumbai;Maharashtra;India;18.93013;72.83009;Kiran Sagarkar;Mumbai, India;Enterprise Software & Network Solutions;Information Technology;Unknown / Non-Applicable;1 to 50 Employees;Company - Private;1993.0;Unknown;QA & Testing;J;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
Research, Administrative experience, Network protocols, BGP, Scripting, MPLS, Research & development, Python;;0;none;0.82;0.82;Python, network testing, automation, performance testing, throughput testing, ISIS, BGP, BFD, MPLS, Netconf, test strategies, test plans, scripting languages;0;networking, optimization, performance testing, python, qa, software engineering, solid, test automation;adaptability, autonomous, collaboration, continuous learning, cross-functional collaboration, flexibility, innovation, proactive, problem solving, reliability, teamwork;bachelor;Bachelor's;6;1;networking, optimization, performance testing, python, qa, software engineering, solid, test automation;adaptability, autonomous, collaboration, continuous learning, cross-functional collaboration, flexibility, innovation, proactive, problem solving, reliability, teamwork;;;6919;Datacom Automation Test Engineer;Chennai;28187.0;Capgemini Engineering;36;INR;ANNUAL;450000.0;630714.0;884000.0;3.5;2025-10-11T00:00:00;Full-time;;Chennai;Tamil Nadu;India;13.05033;80.18859;William Rozé;Paris, France;Information Technology Support Services;Information Technology;$10+ billion (USD);10000+ Employees;Company - Public;1967.0;Unknown;QA & Testing;J;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;;
Jira, CI/CD, Hybris, Azure, Visual Basic, SAP, Salesforce, DevOps, iOS, Test automation, Selenium, Git, Google Cloud Platform, Tableau, Java, AWS, Quality assurance, Continuous integration, Software development, GitHub, Software testing, Agile, Cloud computing, Jenkins, Communication skills, Python;;0;none;0.86;0.86;UiPath, Orchestrator, UiPath Studio, Test Manager, Selenium, Appium, Java, Python, Jenkins, Github, JIRA, ALM, CI/CD, Android, iOS, defect tracking, root cause analysis, smoke testing, regression testing, UiPath Suite, SAP Hybris, Salesforce, AWS, cloud platforms (AWS/Azure/GCP), test automation framework;0;agile, android, appium, aws, azure, azure devops, ci/cd, cloud computing, continuous deployment, continuous integration, cross-platform, devops, gcp, git, github, ios, java, jenkins, jira, python, qa, regression testing, scrum, selenium, software engineering, tableau, test automation, test cases, visual basic;accountability, attention to detail, collaboration, communication, cross-functional collaboration, innovation, problem solving, reliability, root cause analysis;bachelor;Bachelor's;4;1;agile, android, appium, aws, azure, azure devops, ci/cd, cloud computing, continuous deployment, continuous integration, cross-platform, devops, gcp, git, github, ios, java, jenkins, jira, python, qa, regression testing, scrum, selenium, software engineering, tableau, test automation, test cases, visual basic;accountability, attention to detail, collaboration, communication, cross-functional collaboration, innovation, problem solving, reliability, root cause analysis;;;6920;Test Automation Engineer Tech & Digital Hyderabad India JR00019026;Hyderābād;680848.0;Zoetis;44;INR;ANNUAL;458000.0;630511.0;868000.0;3.9;2025-10-03T00:00:00;Full-time;;Hyderābād;Telangana;India;17.41141;78.48478;Kristin Peck;Parsippany, United States;Biotech & Pharmaceuticals;Pharmaceutical and biotechnology;$5 to $10 billion (USD);10000+ Employees;Company - Public;2013.0;Unknown;QA & Testing;C;1;1;0;0;1;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;0;;
Node.js, React, Test automation, Selenium, SQL, Angular, Communication skills, Debugging;;0;none;0.9;0.9;;0;angular, appium, debugging, frontend development, jmeter, load testing, manual testing, node.js, postman, qa, react, regression testing, rest, selenium, solid, sql, test automation, vue;attention to detail, collaboration, communication, reliability, troubleshooting;;-;-;1;angular, appium, debugging, frontend development, jmeter, load testing, manual testing, node.js, postman, qa, react, regression testing, rest, selenium, solid, sql, test automation, vue;attention to detail, collaboration, communication, reliability, troubleshooting;;;6921;Senior Automation Test Engineer;Pune;2950955.0;Ajira Software;17;INR;ANNUAL;575000.0;711337.0;880000.0;4.4;2025-09-30T00:00:00;;;Pune;Maharashtra;India;18.50419;73.85309;;Lisle, United States;;;Unknown / Non-Applicable;1 to 50 Employees;Company - Private;;Unknown;QA & Testing;Unknown;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;
CI/CD, EDI, SAP, Test automation, Git, Performance testing, Analysis skills, Data management, Continuous integration, REST, SAP S/4HANA, APIs, Kafka, AI, GitLab, Debugging;ai;1;none;0.92;0.92;;1;api, api testing, ci/cd, clean code, continuous integration, data management, debugging, event-driven, generative ai, git, gitlab, kafka, performance testing, reporting, rest, test automation, test management, test planning;creativity, curiosity, innovation, integrity, organization;;-;3;0;api, api testing, ci/cd, clean code, continuous integration, data management, debugging, event-driven, generative ai, git, gitlab, kafka, performance testing, reporting, rest, test automation, test management, test planning;creativity, curiosity, innovation, integrity, organization;;;6922;SAP Integration Test Automation Engineer;Bengaluru;3510.0;Siemens;9;INR;;;;;4.1;2025-10-08T00:00:00;Full-time;;Bengaluru;Karnataka;India;12.96697;77.58728;Roland Busch;Munich, Grenada;Electronics Manufacturing;Manufacturing;$10+ billion (USD);10000+ Employees;Company - Public;1847.0;Unknown;QA & Testing;C;1;1;1;0;0;0;1;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;1;0;;
Jira, CI/CD, English, SQL, Quality assurance, JavaScript, Continuous integration, REST, APIs, AI, TypeScript, SDLC;ai;1;none;0.9;0.9;;0;api, api testing, ci/cd, continuous integration, cypress, debugging, excel, https, javascript, jest, jira, manual testing, mocha, playwright, postman, qa, rest, software engineering, sql, typescript;collaboration, continuous learning, cross-functional collaboration, flexibility, independent, innovation, ownership, teamwork;bachelor;-;5;0;api, api testing, ci/cd, continuous integration, cypress, debugging, excel, https, javascript, jest, jira, manual testing, mocha, playwright, postman, qa, rest, software engineering, sql, typescript;collaboration, continuous learning, cross-functional collaboration, flexibility, independent, innovation, ownership, teamwork;;;6923;QA Automation Engineer | EMEA;India;3728271.0;Deel;21;INR;;;;;4.6;2025-09-26T00:00:00;Full-time;WORK_FROM_HOME;;;India;20.0;77.0;Alex Bouaziz;San Francisco, United States;Enterprise Software & Network Solutions;Information Technology;$100 to $500 million (USD);1001 to 5000 Employees;Company - Private;2019.0;Unknown;QA & Testing;J;1;1;1;0;0;0;0;0;1;1;1;0;0;1;0;0;0;1;0;0;0;0;1;0;;
Selenium, Agile, Test cases, Python, SDLC;;0;none;0.88;0.88;;0;agile, python, selenium, test automation, test cases;logical thinking, problem solving;bachelor;-;-;1;agile, python, selenium, test automation, test cases;logical thinking, problem solving;;;6924;Python Selenium Automation Testing Engineer;Bengaluru;7927.0;Infosys Limited;12;INR;ANNUAL;355000.0;461519.0;600000.0;3.6;2025-10-06T00:00:00;;;Bengaluru;Karnataka;India;12.96697;77.58728;Salil S. Parekh;Bengaluru, India;Information Technology Support Services;Information Technology;$10+ billion (USD);10000+ Employees;Company - Public;1981.0;Unknown;QA & Testing;J;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;;
CI/CD, C#, Selenium, Performance testing, .NET, Databases, SQL, Continuous integration, APIs;;0;none;0.9;0.9;;0;api, api testing, c#, ci/cd, continuous integration, dotnet, load testing, performance testing, playwright, selenium, sql, test automation;collaboration, creativity, initiative, passion, reliability, work ethic;bachelor;-;6;1;api, api testing, c#, ci/cd, continuous integration, dotnet, load testing, performance testing, playwright, selenium, sql, test automation;collaboration, creativity, initiative, passion, reliability, work ethic;;;6925;Selenium or Playwright QA Automation Engineer;Hyderābād;1664526.0;Novaya;85;INR;ANNUAL;800000.0;1150000.0;1500000.0;4.0;2025-09-24T00:00:00;;;Hyderābād;Telangana;India;17.41141;78.48478;;Hyderābād, India;;;Unknown / Non-Applicable;1 to 50 Employees;Company - Private;;Unknown;QA & Testing;Unknown;0;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;;
Jira, Test automation, Windows, Quality assurance, REST, APIs, Agile, Linux;;0;none;0.86;0.86;;0;agile, api, api testing, continuous integration, jira, linux, macos, performance testing, postman, qa, rest, test automation, test cases, test management, ux, windows;attention to detail;;-;0;1;agile, api, api testing, continuous integration, jira, linux, macos, performance testing, postman, qa, rest, test automation, test cases, test management, ux, windows;attention to detail;;;6926;Software Quality Assurance Engineer intern;Remote;10768660.0;MOVENETICS DIGITAL PRIVATE LIMITED;4;INR;MONTHLY;5000.0;6500.0;8000.0;5.0;2025-10-14T00:00:00;Full-time, Internship;WORK_FROM_HOME;;;India;20.0;77.0;;Pune, India;;;Unknown / Non-Applicable;1 to 50 Employees;Unknown;;Unknown;QA & Testing;Unknown;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;;
Jira, Operating systems, iOS, Selenium, Analysis skills, UI, Test cases, Jenkins, Communication skills, Python, Mobile devices;;0;none;0.9;0.9;;0;android, appium, ios, jenkins, jira, python, selenium, test automation, test cases, ui;analytical skills, communication, problem solving;;-;3;1;android, appium, ios, jenkins, jira, python, selenium, test automation, test cases, ui;analytical skills, communication, problem solving;;;6927;Test-Automation Engineer Mobile;Pune;1487671.0;PeerLogic Systems;329;INR;ANNUAL;600000.0;728697.0;885000.0;4.1;2025-09-22T00:00:00;;;Pune;Maharashtra;India;18.50419;73.85309;;Pune, India;;;Unknown / Non-Applicable;1 to 50 Employees;Company - Private;;Unknown;Software Engineer;Unknown;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;1;0;;
CI/CD, Salesforce, Test automation, Functional testing, Continuous integration, Communication skills;;0;none;0.8;0.8;Copado Robotic Testing (CRT), Salesforce;0;ci/cd, continuous deployment, continuous integration, functional testing, qa, reporting, test automation, test planning;collaboration, communication, cross-functional collaboration, troubleshooting;;-;5;1;ci/cd, continuous deployment, continuous integration, functional testing, qa, reporting, test automation, test planning;collaboration, communication, cross-functional collaboration, troubleshooting;;;6928;Salesforce Automation Test Engineer;Noida;;TECH NEXT;0;INR;MONTHLY;75000.0;87500.0;100000.0;;2025-10-17T00:00:00;Full-time, Temporary;;Noida;Uttar Pradesh;India;28.53518;77.38624;;;;;;;;;Unknown;QA & Testing;Unknown;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
Jira, CI/CD, HP ALM, TestNG, Gradle, Cucumber, Mobile applications, iOS, LoadRunner, Test automation, Selenium, Git, Test-driven development, Performance testing, Java, AWS, Analysis skills, JavaScript, Continuous integration, REST, APIs, Software testing, Maven, Jenkins, Communication skills, Python, Mobile testing, Design patterns;;0;none;0.88;0.88;;0;accessibility, android, api, api testing, appium, aws, bdd, ci/cd, continuous integration, cross-platform, cucumber, design patterns, devops, git, gradle, ios, java, javascript, jenkins, jira, jmeter, load testing, maven, mobile testing, performance testing, postman, python, qa, rest, security testing, selenium, solid, tdd, test automation, test cases, test management, testng, version control;collaboration, communication, cross-functional collaboration, problem solving;;-;5;1;accessibility, android, api, api testing, appium, aws, bdd, ci/cd, continuous integration, cross-platform, cucumber, design patterns, devops, git, gradle, ios, java, javascript, jenkins, jira, jmeter, load testing, maven, mobile testing, performance testing, postman, python, qa, rest, security testing, selenium, solid, tdd, test automation, test cases, test management, testng, version control;collaboration, communication, cross-functional collaboration, problem solving;;;6929;Appium Automation Test Engineer;Hyderābād;1175994.0;Ojas Innovative Technologies;324;INR;ANNUAL;390000.0;394968.0;400000.0;3.7;2025-09-27T00:00:00;Full-time;;Hyderābād;Telangana;India;17.41141;78.48478;Arun Kumar Alampally;Hyderābād, India;Information Technology Support Services;Information Technology;$1 to $5 million (USD);501 to 1000 Employees;Company - Private;2011.0;Unknown;QA & Testing;J;1;0;1;0;1;0;0;0;0;1;1;1;0;1;0;0;1;0;0;0;0;0;1;0;;
CI/CD, Software troubleshooting, Talent acquisition, Test automation, Git, English, Quality assurance, Continuous integration, Scrum, APIs, Agile, Unit testing, Communication skills;;0;none;0.84;0.84;;0;agile, api, ci/cd, computer vision, continuous integration, foundation, git, qa, scrum, software engineering, solid, teamcity, test automation, test cases, test planning, unit testing, version control;collaboration, communication, cross-functional collaboration, flexibility, independent, innovation, mentoring, organization, passion, relationship building, teamwork, troubleshooting;;-;-;1;agile, api, ci/cd, computer vision, continuous integration, foundation, git, qa, scrum, software engineering, solid, teamcity, test automation, test cases, test planning, unit testing, version control;collaboration, communication, cross-functional collaboration, flexibility, independent, innovation, mentoring, organization, passion, relationship building, teamwork, troubleshooting;;;6930;Senior Software Engineer (Test Automation);Noida;111574.0;Simcorp;46;INR;ANNUAL;766000.0;875214.0;1000000.0;4.0;2025-10-01T00:00:00;Full-time;;Noida;Uttar Pradesh;India;28.53518;77.38624;Christian Kromann;Copenhagen, Denmark;Investment & Asset Management;Finance;Unknown / Non-Applicable;1001 to 5000 Employees;Company - Private;1971.0;Unknown;QA & Testing;K;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;
CI/CD, CSS, JUnit, C#, Selenium, Git, .NET, Java, Analysis skills, JavaScript, Continuous integration, GitHub, Agile, Jenkins, TypeScript, GitLab, Communication skills, Debugging, HTML5;;0;none;0.86;0.86;;0;agile, c#, ci/cd, continuous integration, css, debugging, devops, dotnet, git, github, github actions, gitlab, gitlab ci, html, java, javascript, jenkins, jest, junit, mocha, performance testing, playwright, pytest, qa, selenium, solid, test automation, typescript;attention to detail, communication, passion, problem solving;bachelor;Bachelor's;4;1;agile, c#, ci/cd, continuous integration, css, debugging, devops, dotnet, git, github, github actions, gitlab, gitlab ci, html, java, javascript, jenkins, jest, junit, mocha, performance testing, playwright, pytest, qa, selenium, solid, test automation, typescript;attention to detail, communication, passion, problem solving;;;6931;QA Automation Engineer (Playwright & Selenium);Bengaluru;8259607.0;RELQ TECHNOLOGIES LLC;67;INR;ANNUAL;450000.0;600000.0;800000.0;4.9;2025-10-11T00:00:00;Full-time;WORK_FROM_HOME;Bengaluru;Karnataka;India;12.96697;77.58728;;Odessa, United States;Software Development;Information Technology;Unknown / Non-Applicable;1 to 50 Employees;Company - Private;2022.0;Unknown;QA & Testing;J;1;0;1;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;;
Jira, TestNG, JUnit, Selenium, Analysis skills, Communication skills, SDLC;;0;none;0.86;0.86;;0;jira, junit, manual testing, selenium, test automation, test cases, testng;analytical skills, attention to detail, communication, proactive, problem solving, teamwork;bachelor;-;0;1;jira, junit, manual testing, selenium, test automation, test cases, testng;analytical skills, attention to detail, communication, proactive, problem solving, teamwork;;;6932;Software Tester Intern (Automation / Manual);India;;Yonosys Technologies Pvt Ltd;11;INR;;;;;;2025-10-07T00:00:00;Internship;;;;India;20.0;77.0;;;;;;;;;Unknown;QA & Testing;Unknown;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
